ID;m1(Msun);m2(Msun);porb(days);e;a(AU);p1(s);p2(s);pdot1(s/s);pdot2(s/s);b1(T);b2(T);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);l1(mJy kpc²);l2(mJy kpc²);type1;type2
10001;1.332737746032546;2.138743878540317;100.0;0.3501208960086854;0.6384273354319977;0.1880559630995981;3.633066497701313;6.782378867542459e-13;8.013666686620197e-20;1142837693.2019124;1726641.9541414669;5.883145628489913;2.7530786686161832;-4.467581653158805;97.48185036927028;245.2125313824017;38.22898914757752;4030.985290764162;3082.161500098728;13;13
10002;1.367777815849607;1.5162323070959085;100.0;0.810658755479879;0.6001669975289674;0.1029720802195661;1.97723981153508;2.0817111169205604e-20;2.949994054744606e-20;148156.24155077594;772841.1211474724;1.2431556245360298;-8.769954758995647;3.184078624271521;-121.74388025424406;201.9471062524713;-46.61218248652519;1827.682416680274;1106.3065726635252;13;13
10003;1.472476304955065;1.2669283234021356;100.0;0.130633489506811;0.5899636384038123;4.33212488420411;0.0709793087805118;1.3359282508280253e-18;7.200704427043336e-15;7698250.328079438;72344139.1900858;-4.603176537754868;14.603119096214575;4.296042546064944;-9.647056490699557;2.9357432020393333;-9.033288575465532;5608.72278020458;1153.6074205347732;13;13
10004;1.9183043839541916;1.228528459972296;100.0;0.0761129238150583;0.6178709000925754;1.5187005939905855;0.0351655795785259;2.828757223910864e-13;2.3667081803518746e-23;2097412721.148986;2919.316783287481;11.49798996974253;-14.075619976856103;0.7402246424007224;-103.66188770845092;-250.22976246490373;6.380796364962872;1697.082213680835;5079.691329616393;13;13
10005;1.4624999437611936;1.426479951259779;100.0;0.5654430393061805;0.6005115388009457;0.0062162290716525;9.12076299452722;5.248441722505137e-18;3.153522230483158e-20;578001.1107316506;1716182.6696159928;-3.2787654191838964;6.030538140444101;0.9662727099515536;258.4766822498094;-42.64820943908538;24.83932022633677;1798.9029219236495;4196.297379059512;13;13
10006;2.3607046428822787;1.9666417082570031;100.0;0.0300551670904296;0.6870901708214672;0.0309217352837235;0.0127236320288066;5.54188009846563e-16;1.2329809418056535e-20;13246784.461294128;40080.55351578387;12.671301279658046;-0.0370440689190001;-3.103293152205536;-187.01606291969176;-235.66791118126764;-6.0188070271783545;1293.761347363172;1317.9852966872631;13;13
10007;1.443473112610021;1.2895147063143144;100.0;0.1329642487151712;0.5895026326401853;2.5255680066820854;0.0122681110269782;1.777089693353176e-21;1.1418517709990765e-13;214379.96024643147;119768798.3000567;7.263235771235976;11.882911338992296;0.0972808300708791;-20.176452517261453;-177.47228104340303;-31.808579868540008;2246.755284587676;2900.4797793082093;13;13
10008;1.2091555836654084;1.9105627001635783;100.0;0.5454869374823185;0.616091158555999;0.3498681862987823;0.0125529446466408;5.364531182935911e-17;1.933859950861792e-22;13863346.949437058;4985.805070752799;1.437069245147086;3.66298302863386;-1.8113064500694096;363.9562370620168;-197.2599110897254;43.38338104602838;1360.1625074234055;1614.8951146561903;13;13
10009;1.3019190263092104;1.265401978306527;100.0;0.0173220029280237;0.5773421186549687;4.318418571089846;0.0029676089215906;5.3884817260064446e-18;7.265342112012805e-23;15436383.263218766;1485.8718224563572;4.737538869384469;-0.6032457631007446;4.103630109356409;-129.90984254020543;-245.29284045374368;27.281888480167083;1356.5891242309394;1462.073461761472;13;13
10010;2.272476634433034;1.2691408466790175;100.0;0.7266551359797256;0.6426981766389455;0.0362183373271958;0.227841577224045;5.710748723175928e-20;1.2317063540742902e-15;145532.75762327985;53606821.62099376;14.859053056365354;3.7695830248921434;4.796246224100013;-83.63038870193895;-239.97553549146585;4.461357061091486;1951.2738756441609;4512.30831234814;13;13
