p1(s);p2(s);pdot1(s/s);pdot2(s/s);l1(mJy kpc²);l2(mJy kpc²);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);seed;S1*A;S2*A;A;porb(days);b1(T);b2(T);m1(Msun);m2(Msun);porb_i;e_form;e;a(AU);ce;type1;type2;ID
0.00421987;28.7773;1.7480999999999997e-21;1.35902e-19;0.0751686;0.0461269;-2.94062;-2.3187;0.0350688;-221.275;168.619;12.0337;3581603652;1249500000000.0;16.8043;125.075;4.85213;10144.0;9019700.0;1.89003;2.35857;23.4924;0.612425;0.60908;0.0908469;1;13;13;0
0.00803965;21.2115;8.54682e-19;2.3326e-15;145.087;0.241658;1.33295;-1.90971;-0.0248375;-197.088;-119.692;-6.76336;3581610822;480491000000.0;5.76417;48.0972;0.442873;230559.0;704914000.0;1.36002;1.53114;3.04467;0.696512;0.653898;0.0161988;0;13;13;1
0.0438004;10.1774;2.3109700000000003e-18;5.39631e-16;0.581645;0.272094;0.517062;-4.37407;-0.100666;-252.324;24.9784;-27.955;3581651635;750618000000.0;8.40362;75.137;1.32381;887440.0;227055000.0;1.34589;1.44794;7.32791;0.642326;0.638367;0.0332321;0;13;13;2
0.0902434;56.2155;1.27033e-19;7.61738e-17;1.26028;0.131744;-1.70344;-0.803607;-0.0753736;-71.8998;209.07;86.9247;3581707249;947133000000.0;11.6418;94.8081;0.425823;301341.0;185538000.0;1.33103;1.27758;3.5512;0.564857;0.455882;0.0152486;0;13;13;3
1.31368;37.7136;6.888940000000001e-18;1.97576e-16;0.0346739;0.0529716;-1.31132;0.495053;0.539131;100.969;189.138;47.5486;4211085394;8.82374;8.81775;87.2363;77.548;8327540.0;348249000.0;1.3;2.1225;483.303;0.951412;0.951344;0.536333;0;13;13;4
0.744676;0.476723;4.41453e-16;2.80812e-16;49.5297;79.6937;-0.359711;-5.95657;0.734019;-222.24;-20.6921;85.9143;2729099511;9.50826;9.52678;105.904;52.8747;52704000.0;39370400.0;1.3;1.58459;301.884;0.492891;0.492891;0.392464;0;13;13;5
0.461735;2.73817;9.77003e-17;5.99225e-16;0.089253;18.2162;-1.99156;-1.01118;0.0142578;-61.6087;248.67;3.76396;2729182410;49.1167;17.4403;100.854;0.346129;21174300.0;113557000.0;1.55364;1.27758;1.69573;0.373774;0.36516;0.0136486;0;13;13;6
0.00852438;30.9743;1.9079499999999998e-20;4.97842e-17;0.333086;8.99376;3.29921;1.21603;0.0327561;167.347;-224.4;-18.1273;2729245870;18.6763;2.7259;23.5773;0.333898;36323.6;125580000.0;1.36002;1.52215;6.31711;0.771088;0.537466;0.0134046;0;13;13;7
0.00433635;43.9839;1.5683999999999998e-21;1.96001e-21;5.16547;0.218284;-1.7172;3.04364;0.0362503;232.154;89.3499;-85.5798;2480712790;1035850000000.0;12.2657;103.689;2.92913;10045.9;1144330.0;1.96558;1.9326;15.944;0.746914;0.712555;0.063055;1;13;13;8
0.0143558;7.85077;8.549889999999999e-20;4.35357e-17;0.501639;287.961;0.499114;-1.34654;-0.00702597;-171.532;-94.9917;-4.46155;2480746751;580184000000.0;7.12306;58.0765;0.514372;103429.0;82725700.0;1.46874;2.39397;3.33648;0.130118;0.117316;0.0197131;1;13;13;9
0.0473794;16.0306;8.274800000000001e-19;2.788e-16;0.308274;58.0708;-42.238;52.424;29.808;90.3604;29.7761;-42.8013;872246104;505.762;499.369;6160.65;12.0708;534368.0;201211000.0;1.34466;1.4813;66.0777;0.837096;0.836896;0.145597;0;13;13;10
0.702607;9.87026;4.1969500000000006e-18;5.90744e-17;0.123321;0.366559;0.947621;-1.34701;-0.111987;-179.223;-130.833;-18.4273;872373606;7.10875;5.89498;51.563;9.21839;4810490.0;68520900.0;1.32018;1.28478;49.2982;0.726886;0.726732;0.118389;0;13;13;11
0.0977394;59.4862;4.7855599999999997e-20;2.70319e-17;2.16025;12.7827;1.16478;-1.08957;-0.00135174;-153.092;-143.814;-22.591;221793223;35.5196;5.94803;47.9074;0.222563;194044.0;114515000.0;1.33073;1.27758;3.64111;0.615401;0.344789;0.00989375;0;13;13;12
0.0506702;10.1893;1.04574e-17;2.1449e-15;0.0346594;335.418;-4.85832;1.77037;-0.00138973;75.6546;233.251;1.20301;221857006;1683020000000.0;44.1641;168.471;0.137602;2576370.0;438164000.0;1.86728;1.38819;0.892634;0.492425;0.384872;0.00773087;0;13;13;13
2.82616;14.4916;1.34635e-15;6.95924e-15;2.07355;9.77414;-0.544335;-1.08793;0.054739;-195.241;93.3204;15.4916;221858543;10.4243;9.48654;74.1923;0.0775325;174005000.0;895384000.0;1.27776;1.27758;0.720594;0.502642;0.369979;0.00486495;0;13;13;14
0.0831336;9.0593;1.7419e-18;1.8978e-16;0.481827;0.195544;1.03724;1.20614;-0.0447554;56.3345;-131.882;3.98348;221914467;33.8102;5.84194;49.9368;1.06877;1056110.0;130561000.0;1.3548;1.51674;6.29753;0.661992;0.647377;0.0290781;0;13;13;15
0.103101;33.0429;2.3321600000000003e-19;7.32294e-17;8.25323;0.330713;-9.45361;-6.07595;-0.18002;-134.764;269.362;9.76864;2418100047;3412370000000.0;73.4485;341.578;0.983819;446938.0;143038000.0;1.30656;1.27758;5.43986;0.339929;0.333104;0.0265658;0;13;13;16
0.388591;7.88751;8.682280000000001e-18;1.77801e-16;4.59464;3.86538;2.75242;-1.46435;-0.0375598;-87.726;-219.661;-7.43511;2418150231;3.86614;3.57248;29.6828;14.4645;5190560.0;106784000.0;1.3;1.27758;78.0665;0.457469;0.457466;0.159299;0;13;13;17
0.0113094;0.264291;2.03559e-20;3.6079e-19;12.9533;2.30117;-3.18641;2.38219;-0.0643793;213.263;171.726;0.701842;1928882727;1306840000000.0;1306840000000.0;130.815;0.654067;43135.3;975282.0;1.34877;1.49501;4.07575;0.411081;0.377998;0.0208923;0;13;13;18
0.0565717;17.8839;6.67521e-18;2.1366e-15;5.10718;29.1584;1.08977;1.80484;0.0578313;202.712;-196.755;26.6771;1928947867;509611000000.0;5.83215;51.0121;0.75594;1724000.0;585772000.0;1.34346;1.39054;4.17869;0.592779;0.58677;0.022709;0;13;13;19
0.175272;37.9547;9.72487e-19;2.09948e-16;2.54352;50.3371;-4.08234;1.41151;0.0567482;181.616;229.592;9.73172;1928982466;1478310000000.0;18.7525;147.979;0.280687;1147880.0;250378000.0;1.31744;1.27758;2.1161;0.352091;0.270755;0.0115293;0;13;13;20
0.00381323;7.45705;3.6832e-20;8.53378e-17;2.76219;0.249946;5.85017;-2.10299;-2.97263;17.4475;-205.014;-83.8504;1929012584;2.12643;1.42928;17.8809;1.59239;33544.4;100497000.0;1.37758;2.13977;9.51774;0.235806;0.234862;0.0405861;1;13;13;21
0.0185283;38.3904;3.2145199999999996e-20;5.58683e-17;0.296668;0.568599;-3.92122;0.650717;0.236061;-40.9978;290.674;-12.6787;1929018416;1424520000000.0;17.178;142.595;0.639614;69037.1;145441000.0;1.34821;1.48593;4.00206;0.414142;0.379689;0.0205601;0;13;13;22
0.379962;17.0353;2.21443e-17;1.00784e-15;0.0314133;4.95715;2.64999;-11.4248;0.176964;-230.908;-51.3841;2.95122;3348813123;13.6664;13.5815;159.181;0.202635;8310380.0;378793000.0;1.30004;1.27758;1.26635;0.169602;0.147209;0.00925741;0;13;13;23
0.975416;8.77351;6.469030000000001e-18;5.83494e-17;0.318298;7.37998;0.904507;-3.82284;-0.0245176;-231.238;-56.3177;44.941;2814901492;14.7092;7.45044;64.9607;0.447656;7140650.0;64910600.0;1.3198;1.27758;3.09315;0.528794;0.465747;0.0157428;0;13;13;24
0.389471;23.6299;5.3274e-17;3.28978e-15;0.0169774;1.19742;-4.96097;1.19369;0.271953;26.1995;247.199;6.33972;2814912327;49.1067;19.7349;169.486;0.310775;13294900.0;821335000.0;1.3163;1.27758;1.71466;0.239836;0.233385;0.0123373;0;13;13;25
0.164102;55.6268;7.97797e-19;2.6905e-16;0.212196;24.139;-3.09653;-0.702305;-0.207802;-34.1822;233.105;-5.33811;3638771151;56.9296;14.665;123.669;0.177205;998510.0;340525000.0;1.32983;1.27758;1.95104;0.403068;0.231976;0.00849819;0;13;13;26
0.0284027;28.571;9.548020000000001e-19;9.61734e-16;10.8086;9.65403;-2.82126;0.947498;0.38976;45.4573;229.856;1.81585;3638823138;43.1948;12.5754;118.149;1.1784;456285.0;502415000.0;1.34659;1.44049;6.64587;0.654546;0.646667;0.0307269;0;13;13;27
0.00646476;22.7383;3.12758e-20;1.04727e-16;5.2837;5.45839;4.7946;1.92441;-0.0969844;164.51;-211.186;9.01313;3304612275;4.50611;1.57909;13.9873;19.1901;51586.4;211423000.0;1.92812;2.32891;89.9285;0.837549;0.837337;0.227349;1;13;13;28
1.62162;27.9984;8.94494e-17;1.56875e-15;0.549624;2.93725;3.14292;3.87959;-0.521728;234.646;-241.92;71.9574;3304772909;3.35985;3.35943;38.9146;9.26007;33997600.0;596828000.0;1.3;1.27758;49.9775;0.187849;0.187848;0.118328;0;13;13;29
0.142252;55.0688;5.42228e-19;2.07586e-16;0.0730576;0.0786179;0.800973;2.02845;0.104487;200.084;-131.061;3.358;3304777001;19.6809;6.25058;55.9515;62.4091;769284.0;298687000.0;1.3;1.27758;336.847;0.855589;0.855583;0.422191;0;13;13;30
0.00477429;21.3113;1.4576000000000002e-20;4.42141e-17;0.455936;1.61262;-4.02058;0.56374;-0.513307;197.456;209.708;4.75558;2979785186;1449310000000.0;15.1818;145.076;0.869322;24100.7;102076000.0;1.36001;1.5704;6.20123;0.667808;0.615906;0.0255096;0;13;13;31
0.134105;31.6429;1.07304e-19;2.43423e-17;0.514631;1.33572;2.8201;-2.79194;0.0545508;-178.109;-307.165;-0.450503;618204309;5.63714;3.89243;34.6293;33.8025;346099.0;92563300.0;1.3513;1.55813;186.624;0.867771;0.867699;0.292085;0;13;13;32
0.01118;18.27;1.4659900000000002e-18;2.48635e-15;0.251454;25.6674;-2.61874;3.62322;-0.175994;168.167;215.965;5.39745;618314687;1257900000000.0;14.205;125.916;0.185634;370847.0;630662000.0;1.34262;1.3014;1.32711;0.529009;0.455405;0.00880644;0;13;13;33
1.13896;0.939189;2.06704e-16;1.68725e-16;1.20593;0.0672477;-4.00897;-9.56773;3.63337;-151.558;130.596;-16.9067;618349676;20.8372;20.8377;248.958;41.2684;42941300.0;39149300.0;1.3;1.46977;230.985;0.943802;0.943786;0.328221;0;13;13;34
0.0816551;14.9743;3.3522100000000003e-18;6.17509e-16;102.08;2.34942;5.65752;-3.26444;-0.103766;-188.423;-193.193;1.96251;618352647;1.59747;1.57405;16.1546;1.2344;1429340.0;287539000.0;1.3481;1.44084;7.03492;0.701951;0.692932;0.0316998;0;13;13;35
0.0305596;7.05079;3.68939e-19;8.39064e-17;2.68053;1.80366;-5.88753;-0.806105;0.325348;-57.8497;237.259;36.9452;1793290903;1934260000000.0;22.9174;193.619;1.68989;316681.0;92947300.0;1.55144;2.04084;11.1569;0.804971;0.777909;0.0425242;1;13;13;36
0.0144908;6.59091;1.34022e-17;6.60075e-15;9.56272;12.5972;1.52123;-0.822125;0.0970211;-104.29;-200.278;26.6991;1793343786;426171000000.0;5.00304;42.6598;0.285866;1252430.0;672109000.0;1.3776;1.54413;1.57204;0.371087;0.367575;0.0121412;0;13;13;37
0.0411733;43.81;6.06553e-19;6.39995e-16;0.095477;6.13445;0.983351;-2.81163;-0.110756;-237.243;-30.2849;-21.6086;1793365309;570938000000.0;6.20848;57.1509;0.633386;423483.0;511372000.0;1.36002;1.52877;5.56795;0.756678;0.678128;0.0205569;0;13;13;38
0.0103227;24.798;2.5145099999999997e-20;4.70532e-17;31.1042;0.4337;1.23601;-1.16952;0.026252;-20.3536;96.003;-33.4616;1793372460;470729000000.0;5.79669;47.12;9.19395;46478.9;146595000.0;1.37758;2.22383;56.6311;0.859805;0.857765;0.131653;1;13;13;39
0.295389;44.8864;4.7574900000000006e-18;7.28121e-16;0.00834558;675.075;2.16402;-0.920505;-0.0751771;-159.451;-247.358;11.9431;1793404273;5.40169;4.08801;34.9117;0.312219;3182060.0;489442000.0;1.30274;1.27758;1.91469;0.154391;0.136028;0.0123539;1;13;13;40
0.10367;6.75546;1.21386e-18;7.89075e-17;29.8001;1.75469;1.16877;0.601395;0.12639;16.6563;-188.57;77.2071;3663559819;11.3652;5.47296;47.0433;0.52998;961930.0;69086200.0;1.34851;1.45818;3.26239;0.453037;0.421433;0.0180791;0;13;13;41
0.198973;7.59037;1.23128e-17;4.73175e-16;7.2964;1.40665;4.10556;0.714502;-0.0327506;-44.5877;-282.565;-13.2722;3663597664;1.86138;1.82761;15.6783;0.539629;4563920.0;178728000.0;1.3336;1.30315;2.95253;0.398755;0.39174;0.0179209;0;13;13;42
1.36903;0.738299;5.69732e-17;3.05436e-17;9.18797;0.518816;0.0877552;-10.6819;-0.322854;-269.537;60.2361;27.2393;3663695831;15.9557;15.9757;176.81;25.63;32847200.0;18893700.0;1.98698;2.12104;114.635;0.920871;0.9207;0.272469;0;13;13;43
0.114866;17.5109;7.738100000000001e-19;1.17227e-16;0.167738;0.175216;2.62691;-1.70645;-0.0772449;-225.553;-278.882;-39.6935;4222021860;4.99092;3.53329;31.788;1.19141;848604.0;140112000.0;1.34086;1.4248;6.67189;0.521654;0.513813;0.0308731;0;13;13;44
0.0123106;1.26554;3.3511e-18;3.53667e-16;58.974;10.855;3.38014;-0.223009;0.00658317;-119.804;-295.854;-7.49;4222025113;12.2818;2.87476;21.3929;0.0653784;808653.0;73441100.0;2.08417;1.65158;0.720971;0.52484;0.279252;0.00492821;0;13;13;45
0.00527999;6.15292;2.27153e-18;3.09749e-15;0.164192;0.039528;6.07664;-4.35032;0.0431164;-106.479;-283.059;-13.547;4222097239;4.16466;1.963;22.6264;0.655802;309683.0;445048000.0;1.3482;1.54321;5.36267;0.88717;0.855067;0.0210454;0;13;13;46
0.0202707;37.8583;4.79092e-20;8.01516e-17;0.257976;4.07445;0.344385;-0.366407;-0.5611;21.7623;-61.3771;-136.006;97010186;9.54456;5.60507;59.0575;0.398773;89549.2;159305000.0;1.32819;1.27758;3.43953;0.581147;0.465942;0.0145905;0;13;13;47
0.215157;45.7083;1.1088700000000001e-18;2.34919e-16;0.245056;1.3354;-0.448825;-2.0227;0.0753244;-232.043;83.7575;-60.9131;97026181;52.9985;9.02959;75.4796;0.598505;1351160.0;289177000.0;1.33012;1.27758;4.02177;0.595167;0.541698;0.019131;0;13;13;48
0.0749199;22.0145;6.179619999999999e-20;1.69089e-17;0.64281;0.101144;-1.39912;3.57948;0.00331078;316.093;27.403;18.6358;97113420;1010550000000.0;14.6194;101.156;0.770949;196374.0;60755900.0;1.34512;1.43534;5.05896;0.554109;0.508728;0.0231382;0;13;13;49
0.360379;32.8194;2.54961e-17;2.35482e-15;0.00136059;0.700796;-2.72743;-1.34823;-0.271966;-55.4098;274.495;-0.579859;97156720;21.6699;14.1517;116.97;0.258382;8623740.0;797629000.0;1.30634;1.27758;1.5141;0.232312;0.215269;0.0108945;0;13;13;50
0.0901656;36.0527;2.32188e-18;9.2818e-16;0.128274;0.178458;-1.26368;0.846662;0.134622;101.586;137.925;-3.86726;323624404;54.3057;10.0637;86.5507;20.467;1327530.0;535653000.0;1.3;1.27758;110.462;0.528569;0.528567;0.200777;0;13;13;51
0.0392764;1.95835;1.08013e-17;5.52259e-16;35.0854;0.671052;2.80037;-1.3834;0.0178754;-79.3563;-212.205;-4.47126;323673162;10.3699;3.49801;28.9502;0.750985;1879120.0;96056400.0;1.3381;1.28414;4.08554;0.694069;0.689029;0.0222973;0;13;13;52
0.0858163;13.7928;9.73678e-20;1.4931e-17;1.56264;43.1662;-0.101573;1.39042;-0.0224775;43.0536;-54.512;25.4991;323700372;675017000000.0;7.92051;67.5693;6.61266;262719.0;41181800.0;1.31759;1.27758;35.3755;0.611302;0.611044;0.09475;0;13;13;53
0.0771569;13.2417;1.22612e-18;2.09982e-16;51.3187;1.61313;2.62681;3.97771;0.15069;168.346;-263.053;7.43382;323735264;5.28268;4.46384;44.716;0.0836093;824879.0;155701000.0;1.35454;1.45365;1.81843;0.494571;0.177035;0.00527941;0;13;13;54
0.0621415;36.8684;1.15818e-19;6.55527e-17;1.03668;2.70858;1.17436;-2.27481;0.249147;-236.482;-70.7659;-21.9422;3239765489;7.63905;5.3901;51.8262;4.18509;239951.0;161212000.0;1.35332;1.5676;25.7143;0.85697;0.846974;0.0726523;0;13;13;55
0.00323729;0.177196;8.0144e-18;6.60737e-16;7.92895;0.0807341;0.959125;-2.92944;0.0938799;-218.792;-153.003;21.3984;3239793055;581062000000.0;20.6893;58.1643;0.248279;669265.0;35984000.0;2.18885;1.56933;0.970185;0.440514;0.43811;0.0120197;1;13;13;56
0.072319;17.9726;6.974680000000001e-18;1.79096e-15;0.40135;0.0318025;2.97689;5.71325;-0.0146683;208.505;-178.914;-9.52275;3239799068;7.10212;5.59994;57.8731;13.5998;1965080.0;499806000.0;1.3;1.27758;73.3988;0.227172;0.227172;0.152885;0;13;13;57
0.132452;22.412;6.2111e-19;1.04224e-16;0.503906;4.58473;1.00724;0.407516;0.0737612;168.301;-92.7408;48.653;1922182742;15.5529;5.91024;49.0702;2.98938;790909.0;152846000.0;1.34718;1.54112;16.4929;0.122352;0.12226;0.0578373;0;13;13;58
0.149835;26.9269;3.2086200000000003e-19;5.67745e-17;3.50173;15.0828;1.14065;6.95745;0.0435189;263.362;-122.288;-3.02156;1922239693;11.1739;9.56097;95.4586;1.5251;628242.0;117200000.0;1.33116;1.34833;8.34954;0.470715;0.466087;0.0360155;0;13;13;59
0.538127;43.6933;3.2145e-18;2.6156e-16;0.0315672;755.155;-1.27754;2.4162;-0.082441;300.409;137.132;-35.5344;4250619725;46.1853;10.5382;91.9176;0.359093;3684640.0;302225000.0;1.31273;1.27758;2.39216;0.356879;0.30414;0.0135788;0;13;13;60
0.338946;20.2183;1.57639e-17;9.47163e-16;7.74025;21.006;-0.332703;2.49807;-0.0332684;222.663;23.5809;-12.4696;1179349879;69.1566;8.7049;75.6754;0.193174;6342040.0;383017000.0;1.3311;1.27758;1.31981;0.279092;0.225075;0.00900284;0;13;13;61
1.61883;14.5323;7.79524e-17;7.06469e-16;0.577742;17.6511;0.274699;-1.87642;0.0609591;-227.387;-2.6188;-46.6723;1179531760;9.65886;7.59093;63.205;0.260437;30932000.0;281443000.0;1.30723;1.27758;1.56093;0.190739;0.172174;0.0109535;0;13;13;62
0.863913;29.0887;3.0127100000000003e-18;1.01586e-16;0.178342;1.11451;6.92367;-1.99535;0.102809;-143.733;-320.878;0.639146;2269730511;0.450331;0.450312;5.15046;0.21364;4490280.0;152677000.0;1.32066;1.27758;2.25263;0.456497;0.288537;0.00961513;0;13;13;63
0.0430259;37.816;1.2675100000000001e-19;1.06242e-16;25.2805;125.355;4.90009;-2.76485;-0.00199131;-97.7055;-227.053;-10.1362;2269753994;2.16674;1.80831;17.2538;4.67712;211001.0;196296000.0;1.34024;1.42191;25.9664;0.801396;0.798425;0.0767964;0;13;13;64
0.00468;37.1239;5.0803399999999996e-21;8.553170000000001e-18;3.18621;48.1397;-5.07808;-9.40336;0.195343;-281.844;64.8024;2.35934;2733861848;2592380000000.0;26.6901;259.498;0.768512;14186.2;58826800.0;1.36001;1.56585;7.87793;0.741377;0.6296;0.023485;0;13;13;65
0.00430368;23.7282;2.03658e-21;4.3863e-24;0.0613145;0.592606;-2.07435;2.73036;-0.0175105;255.611;253.632;8.66958;1308659998;1088390000000.0;14.1843;108.948;2.11138;10001.7;47830.0;1.65796;2.4237;12.4538;0.496957;0.471751;0.051475;1;13;13;66
0.396806;20.8079;1.35529e-17;7.19665e-16;1.29215;0.518198;2.85991;0.938294;-0.000455239;204.867;-272.036;-11.63;1308689315;3.45448;3.18254;27.3009;0.408852;6405410.0;340807000.0;1.30003;1.27758;2.28768;0.0334496;0.0322036;0.0147816;0;13;13;67
0.398765;33.4275;2.4132300000000004e-18;2.02387e-16;0.14013;29.3337;-0.917699;3.2185;-0.122785;259.349;65.3458;29.7732;1308705105;52.3219;10.0158;89.8992;0.798796;2751970.0;232845000.0;1.33341;1.27758;5.92146;0.736606;0.679418;0.0232006;0;13;13;68
0.0358168;39.7786;1.42817e-19;1.5581e-16;3.35881;0.387207;1.72142;-2.75031;-0.00643326;-175.258;-136.776;-0.684181;1308776966;469378000000.0;5.41215;46.9848;7.41344;198289.0;219497000.0;1.3;1.27758;40.0225;0.518528;0.518457;0.102021;0;13;13;69
0.13425;22.9739;9.1546e-18;1.56766e-15;44.3272;3.05914;-0.061137;2.63326;-0.211854;260.907;57.7403;-32.0244;1706978298;15.7583;7.7856;71.9608;4892.92;3180850.0;549544000.0;1.3;1.27758;26407.4;0.978465;0.978465;7.73374;0;13;13;70
0.0787567;22.7302;6.896479999999999e-20;1.8643e-17;1.31917;3.60352;-4.68262;3.43533;-0.257433;156.637;313.78;8.96086;3313486619;1725440000000.0;18.5868;172.717;3.16859;214160.0;67256800.0;1.34798;1.49731;18.3078;0.767071;0.759215;0.0598263;0;13;13;71
0.168195;23.7874;4.12191e-19;5.76176e-17;0.0708021;13.6635;5.49574;-7.52735;-0.324452;-204.727;-127.543;6.16246;3313532584;5.40072;5.34267;63.0376;0.130282;768173.0;109009000.0;1.3242;1.27758;1.92594;0.376735;0.160936;0.00691757;0;13;13;72
0.471707;26.6223;7.26255e-18;4.11921e-16;2.92611;3.64849;-0.915087;4.01752;0.279774;319.477;144.901;16.3388;990659115;11.421;9.70033;95.6975;1.5619;4958190.0;282994000.0;1.31005;1.27758;8.40377;0.233936;0.233389;0.0361695;0;13;13;73
0.256502;45.7531;1.0528e-18;1.8723e-16;1.05914;0.981929;-1.45255;-0.446677;-0.0203739;-56.5548;186.842;6.82436;990718867;43.0321;11.2094;89.5507;0.106279;1433870.0;257628000.0;1.33162;1.27758;1.99626;0.453579;0.170709;0.00604514;0;13;13;74
0.0832852;35.5407;8.775869999999999e-20;3.55015e-17;4.29542;2.0916;-4.01587;-1.00821;-0.137803;-32.5456;228.405;-10.2031;2328463535;1452710000000.0;17.3251;145.417;0.602237;245231.0;110357000.0;1.34948;1.42022;7.22489;0.7741;0.639365;0.0196003;0;13;13;75
0.0161127;16.0792;3.504510000000001e-18;3.60011e-15;1.27441;0.703782;4.29027;2.55154;0.105009;193.368;-191.399;-26.67;3593037138;4.05361;2.22297;20.2835;0.218491;661866.0;697680000.0;1.34956;1.34199;1.44741;0.56498;0.513171;0.0098756;0;13;13;76
0.00496153;18.9181;5.823129999999999e-20;2.41806e-16;5.05277;3.11116;1.81021;1.07171;-0.113154;89.5379;-226.95;-50.9128;2408827541;394354000000.0;4.28298;39.4748;1.14912;51922.4;301144000.0;1.57183;2.47347;6.58397;0.393183;0.387067;0.0342111;1;13;13;77
0.62529;10.4945;6.02304e-16;1.0124e-14;24.0152;10.2173;3.458;-1.29652;-0.417001;-157.706;-209.374;-26.2078;2905700098;2.01996;2.01838;22.4846;25.1507;54254800.0;919656000.0;1.3;1.27758;135.74;0.650372;0.650372;0.230344;0;13;13;78
1.39429;17.327;1.64569e-16;2.04728e-15;0.456432;15.2165;0.706969;1.80123;-0.260259;205.434;-94.1319;-39.1373;1165910788;5.5998;5.58881;56.5005;0.953804;42395000.0;532001000.0;1.30001;1.27758;5.15764;0.205211;0.204851;0.0260006;0;13;13;79
0.00748972;16.7546;2.23715e-20;3.78421e-17;7.36926;0.77761;1.53997;4.51749;0.187207;232.993;-171.049;2.99662;1165998408;621125000000.0;6.50124;62.1747;0.953317;38203.0;110105000.0;1.39449;2.22473;5.97504;0.350881;0.338597;0.0291051;1;13;13;80
0.171303;19.1993;3.87929e-18;4.35912e-16;0.833477;0.114729;-0.488037;-6.59916;-0.130497;-256.184;70.3979;9.28197;2352262054;28.8275;11.6717;115.613;2.2848;2308050.0;279703000.0;1.33855;1.4119;12.4855;0.65632;0.654532;0.0475671;0;13;13;81
0.275963;50.5742;1.86273e-18;3.42228e-16;2.37472;4.07271;2.48383;1.56709;0.0640299;185.012;-187.918;28.9338;2352314286;4.51066;3.67379;32.888;0.222185;3111550.0;378521000.0;2.28707;1.27758;1.37334;0.316193;0.201001;0.010967;0;13;13;82
0.0445898;20.9187;2.66337e-20;1.08188e-17;2.70296;0.0614771;-1.35267;0.379449;0.128403;22.7613;211.716;-66.9879;2352391635;875452000000.0;10.9796;87.6328;2.65368;103305.0;67163500.0;1.46641;2.34431;15.5268;0.346192;0.344782;0.0585924;1;13;13;83
0.100254;44.0686;2.76885e-20;1.09384e-17;1.16109;2.93749;1.80483;1.00611;-0.200055;94.1752;-252.985;-26.4929;2352395012;4.82825;3.93721;39.4324;0.262123;150936.0;69309900.0;1.35037;1.4592;3.57049;0.54949;0.322491;0.0113107;0;13;13;84
0.576885;21.6497;2.22625e-17;8.41976e-16;5.79618;1.57875;1.50261;3.14257;0.0415086;238.737;-59.7659;0.782752;2352398879;10.9798;6.14279;52.0935;0.688506;9806220.0;372642000.0;1.32006;1.27758;3.71145;0.151599;0.150096;0.0209767;0;13;13;85
52.5969;3.93306;4.01051e-16;2.99956e-17;0.0629946;0.0118762;0.5296;-1.94217;0.0393491;-218.476;-46.2669;11.7434;1335625337;7.17191;7.61236;59.5805;0.928507;427910000.0;32001300.0;1.27764;1.27758;5.58018;0.623034;0.60306;0.0254648;0;13;13;86
0.0504429;7.85223;1.03254e-18;1.60224e-16;4.73711;136.985;7.36202;-2.78597;0.0965517;-40.415;-242.878;11.231;42681185;0.710965;0.700559;8.17798;0.71844;630035.0;114888000.0;1.36001;1.59111;4.37891;0.570974;0.548265;0.022518;0;13;13;87
0.0571743;16.0296;1.2318700000000001e-19;3.29758e-17;2.42976;15.7834;3.03508;0.240165;0.316304;-27.4893;-242.006;35.7412;42758388;2.84534;2.50758;24.8082;0.45713;240021.0;74383600.0;1.35769;1.51225;4.59612;0.666032;0.535086;0.016504;0;13;13;88
0.0728914;24.1855;7.3476e-18;2.46443e-15;5.17441;664.482;-1.96797;-0.380057;0.00824381;-62.044;218.018;1.41721;16238225;994055000000.0;13.3907;99.505;0.805995;2022570.0;749062000.0;1.34727;1.47118;4.4455;0.475883;0.472716;0.0239422;0;13;13;89
0.00502515;36.3203;2.33288e-21;3.16996e-24;0.130509;0.286125;-4.52571;-0.913398;0.0444657;-73.8903;355.343;-6.01346;16361983;1575720000000.0;20.9421;157.73;1.08449;10000.9;34275.0;1.34493;1.4631;9.29746;0.635125;0.53519;0.0291445;0;13;13;90
0.0668697;43.607;3.5021199999999994e-20;2.05024e-17;0.827271;2.3831;5.21261;2.47842;0.182324;170.883;-217.993;15.7872;3253373331;1.28121;1.21687;13.9454;1.05909;137330.0;96415200.0;1.35334;1.52781;6.93069;0.622331;0.584276;0.0289346;0;13;13;91
2.86828;34.1422;1.67909e-17;1.99852e-16;0.0147372;10.3382;-0.445137;-1.03424;-0.0387355;-202.778;52.2947;98.7428;3253505116;10.1701;9.22253;72.3915;0.514512;19390300.0;232942000.0;1.30001;1.27758;2.94596;0.129891;0.122456;0.0172296;0;13;13;92
0.0268734;26.7635;1.6898400000000001e-19;1.61818e-16;0.131292;0.487012;1.99782;-10.8487;-0.0714917;-252.334;13.3253;-1.50024;2994151371;21.992;13.3499;153.725;0.506589;189351.0;212289000.0;1.35919;1.54592;3.66556;0.557193;0.490964;0.0177459;0;13;13;93
0.0342691;5.4034;3.4572800000000002e-18;5.49045e-16;14.9004;17.6165;-4.91476;-0.235035;-0.143457;88.6674;321.733;11.1112;2994251072;1667000000000.0;31.2925;166.867;0.468699;959961.0;238385000.0;1.37758;2.35072;2.9999;0.368495;0.357567;0.0183107;1;13;13;94
