p1(s);p2(s);pdot1(s/s);pdot2(s/s);l1(mJy kpc²);l2(mJy kpc²);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);seed;S1*A;S2*A;A;porb(days);b1(T);b2(T);m1(Msun);m2(Msun);porb_i;e_form;e;a(AU);ce;type1;type2;ID
0.0360283;28.0468;2.00011e-18;1.56326e-15;18.3173;0.298527;0.748113;1.49814;0.2135;208.071;-77.5433;26.4719;2418194470;14.2348;5.47377;54.8799;0.247157;756732.0;670026000.0;1.36002;1.51776;1.95411;0.551607;0.461684;0.0109633;0;13;13;6819
0.247792;19.0637;1.23103e-18;9.44765e-17;0.161847;9.98732;1.33347;3.83845;0.479707;281.055;-11.891;-14.6442;1777785127;5.77131;5.70629;59.4064;1.69087;1525130.0;123983000.0;1.3352;1.37075;9.32524;0.58577;0.580436;0.0387067;0;13;13;6820
0.00974218;3.70604;9.25221e-18;3.83898e-15;1.54015;212.632;-2.76027;0.610108;-0.0520312;2.86747;258.642;-19.2462;1777814705;1160420000000.0;18.7224;116.158;0.925516;848386.0;383358000.0;1.36002;1.53022;5.124;0.756029;0.754062;0.0264753;0;13;13;6821
1.13999;41.3551;1.84414e-17;6.71092e-16;0.371715;0.281178;-3.57339;0.0972294;0.063339;-70.31;275.076;-3.09158;1928864435;68.3378;21.1804;133.957;43.612;12302400.0;474542000.0;1.3125;1.37742;238.194;0.870728;0.870717;0.337228;0;13;13;6822
0.0672466;50.9831;1.3615800000000001e-19;9.91015e-17;3.30672;0.105877;-1.61545;4.12074;0.0803974;229.494;61.528;6.47539;1928924995;1093340000000.0;14.0281;109.444;31.8831;272240.0;232922000.0;1.35835;1.55177;187.386;0.964864;0.963244;0.280942;0;13;13;6823
0.066448;16.9493;4.32017e-19;1.08675e-16;2.27675;28.3417;-5.18141;-6.89809;-0.210983;-191.434;237.774;9.30934;1928950974;2211560000000.0;31.7317;221.378;0.0969536;483640.0;143905000.0;1.3776;1.6146;2.62149;0.581721;0.207029;0.00595177;0;13;13;6824
1.33731;0.957637;2.27005e-16;1.61779e-16;4.26758;0.462994;0.439968;2.46017;-0.0882669;262.364;8.05067;-157.134;1928960273;9.28616;10.6668;63.2143;348.34;49144400.0;35446300.0;1.3;1.27758;1880.01;0.842668;0.842668;1.32845;0;13;13;6825
0.176732;38.2694;8.74014e-19;1.88549e-16;5.46279;0.150169;-6.93297;-1.55409;-0.174941;-141.596;269.849;-16.7041;1928982466;2252140000000.0;28.5562;225.439;0.27289;1085240.0;236594000.0;1.31744;1.27758;2.1161;0.352091;0.264526;0.0113148;0;13;13;6826
0.00415247;8.13201;1.9213299999999997e-20;3.3007e-17;3.27798;196.227;-0.941513;-1.30072;-0.0107656;-178.171;132.74;-8.78179;1929012584;815610000000.0;10.4714;81.6426;1.58813;25532.0;66300100.0;1.37758;2.13977;9.51774;0.235806;0.234314;0.0405138;1;13;13;6827
0.144097;49.6625;1.8544300000000003e-18;6.4349e-16;15.7531;12.9113;0.0673114;1.99794;-0.194468;268.721;10.6197;-22.0232;1929017271;13.5448;7.31678;66.9571;101.926;1390270.0;484713000.0;1.3;1.27758;550.104;0.851249;0.851248;0.585509;0;13;13;6828
0.242411;19.025;4.34169e-18;3.41692e-16;8.66667;1.64007;1.53156;0.299197;0.0183136;44.535;-224.991;-17.4397;3348857974;10.8466;5.61642;41.9305;0.0840179;2775920.0;225838000.0;1.33791;1.32738;1.50666;0.418114;0.156789;0.00520518;0;13;13;6829
0.0819473;26.7889;4.17029e-19;1.34481e-16;0.138482;1.45222;-2.5693;6.35326;0.220225;270.391;178.665;5.53267;2814976355;1519700000000.0;16.9737;152.122;0.573406;511110.0;178479000.0;1.346;1.40558;4.22312;0.622848;0.554126;0.0189282;0;13;13;6830
0.738884;0.346196;1.82938e-16;8.83544e-17;18.6079;0.86651;3.09088;-10.2275;-0.413041;-268.77;-78.5373;-19.9193;3638734688;10.9443;10.9824;128.873;0.376264;33110700.0;15731200.0;1.27763;1.27758;2.13094;0.482657;0.47395;0.0139448;0;13;13;6831
0.789613;4.83331;8.18473e-18;5.01725e-17;0.680028;22.0359;0.669961;0.793041;-0.249304;174.301;-146.175;15.336;3304681120;5.44896;5.41598;54.4205;2.15412;6993360.0;45681400.0;1.30599;1.38627;12.8547;0.794636;0.783911;0.0454108;0;13;13;6832
0.369584;9.92135;4.39125e-17;1.19852e-15;0.580827;1.34345;-4.44056;0.331446;0.0628;-0.113848;236.771;3.73015;3304740711;1547270000000.0;34.1634;154.881;0.0602269;14674000.0;309191000.0;1.8794;1.27758;0.601567;0.196508;0.0821103;0.00441121;0;13;13;6833
0.0055084;4.13153;5.25464e-18;4.46806e-15;55.7786;7.55093;1.35514;-4.62521;-0.0907361;-354.665;-25.2429;26.167;2979728869;654894000000.0;7.0573;65.555;1.29118;582547.0;583780000.0;1.74697;2.22998;6.45551;0.634167;0.633717;0.036766;1;13;13;6834
0.00497907;21.7982;7.35038e-21;1.25282e-17;63.2306;6.73797;0.851087;0.0218447;0.440863;52.142;-234.164;-39.5441;2979785186;24.7797;5.15586;51.3018;0.762748;17506.6;54345200.0;1.36001;1.5704;6.20123;0.667808;0.587746;0.0233796;0;13;13;6835
0.0154867;13.0783;1.5769800000000001e-18;1.35245e-15;0.662183;1.652;-1.22209;0.683644;-0.540146;111.019;167.239;42.2148;2979791402;19.1153;8.30464;85.806;3.71434;432404.0;418008000.0;1.3535;1.52182;20.5348;0.827143;0.826092;0.0667457;0;13;13;6836
0.12166;8.82823;7.095180000000001e-18;5.18197e-16;13.9709;2.03294;-0.916998;-1.07411;-1.18501;-157.335;199.593;30.2891;618186067;7.39425;7.25034;82.0708;4.13393;2655260.0;209440000.0;1.32993;1.4188;22.5627;0.716903;0.716598;0.0706143;0;13;13;6837
0.123226;10.4462;5.6029900000000004e-18;4.78215e-16;0.89267;13.1251;8.14462;3.73904;-0.102408;169.85;-271.761;-1.8133;618197059;1.16528;1.15453;14.0118;0.232451;2276210.0;195300000.0;1.33377;1.27758;1.64159;0.444175;0.371667;0.0101886;0;13;13;6838
0.106682;3.93198;1.739e-18;6.40638e-17;0.209594;9.37486;5.33294;2.75761;0.00723088;88.2554;-228.138;4.76838;618342340;1.47819;1.44242;14.7177;0.235753;1156440.0;44984400.0;1.34349;1.36679;2.15826;0.513881;0.380183;0.0104132;0;13;13;6839
0.0400941;7.29411;1.06474e-17;1.98351e-15;1.73946;95.333;2.12998;-0.298225;-0.473981;-90.2626;-264.617;-3.19916;618352647;4.0037;3.30007;34.7708;1.28767;1865890.0;375974000.0;1.3481;1.44084;7.03492;0.701951;0.700365;0.0326054;0;13;13;6840
0.247098;29.6907;6.0426900000000005e-18;7.25579e-16;0.244958;318.229;-5.70925;2.60211;-0.0692343;96.7932;218.332;25.041;1793347712;1945250000000.0;31.9879;194.719;436.796;3540510.0;442218000.0;1.3;1.3355;2383.76;0.923425;0.923425;1.55625;0;13;13;6841
0.105402;19.6888;4.90588e-19;9.06239e-17;15.4786;1.28772;-1.6143;-1.64952;0.0657147;-189.562;138.968;-7.38591;1793446045;950648000000.0;11.8438;95.1599;7.54;627069.0;128423000.0;1.35325;1.45678;51.1787;0.939097;0.929435;0.106192;0;13;13;6842
0.0433174;37.0817;5.8528e-20;4.69258e-17;0.106801;0.160451;2.73638;2.20376;-0.0841789;151.486;-175.254;-13.1758;3663614212;8.73515;3.70553;32.5694;26.1742;187039.0;156898000.0;1.95982;1.89789;114.904;0.866615;0.866417;0.270582;1;13;13;6843
0.202563;38.3981;4.29952e-18;8.17499e-16;0.29382;848.745;-1.56495;-0.97219;-0.213934;-164.142;197.16;103.794;97014881;21.7776;11.3288;92.4791;0.0850012;2599060.0;498724000.0;1.34017;1.28076;1.61911;0.510969;0.208418;0.00521645;0;13;13;6844
0.0311805;43.3814;2.90733e-20;3.44455e-17;23.1662;0.099774;-0.575986;-1.43216;0.0283551;-132.238;41.5414;6.04568;97132489;755238000000.0;9.30429;75.5994;35.124;87269.2;115367000.0;1.32196;1.31954;189.555;0.923779;0.923559;0.290152;0;13;13;6845
0.119403;47.6498;1.30112e-19;5.00774e-17;0.859069;11.8806;1.82951;3.72416;-0.10099;322.194;-161.675;3.3926;323624404;14.9815;5.7454;51.9544;20.4665;355675.0;140544000.0;1.3;1.27758;110.462;0.528569;0.528562;0.200774;0;13;13;6846
0.358523;37.9197;8.839510000000001e-18;9.39525e-16;5.12805;0.0410275;4.14628;-2.28504;0.117769;-155.751;-201.004;1.45111;323697994;2.1186;2.10799;20.0864;0.194862;5183390.0;554679000.0;1.32206;1.27758;1.46395;0.333224;0.254118;0.00904472;0;13;13;6847
2.13945;5.17854;1.89661e-16;4.70604e-16;0.308416;0.516374;-5.29079;0.951537;-0.179632;136.864;296.868;-11.1897;323746704;38.2254;25.8577;177.583;9.523;55816100.0;137798000.0;1.3;1.27758;51.3964;0.17999;0.179989;0.120557;0;13;13;6848
0.0443238;7.76021;5.59217e-18;9.90682e-16;1.74179;518.761;-1.3566;0.582841;-0.427638;39.8928;169.364;-44.6672;323772636;14.6078;9.21636;88.0685;0.9303;1415850.0;274203000.0;1.35211;1.4501;5.27899;0.715047;0.70699;0.0262939;0;13;13;6849
12.2694;1.10741;2.57363e-15;2.33167e-16;0.683502;0.246333;-0.0956211;-0.235395;0.0812379;-159.111;-146.017;12.1081;3239813813;7.98209;9.33717;65.6011;0.898571;498079000.0;45027900.0;1.27762;1.27758;4.92985;0.435929;0.435073;0.0249144;0;13;13;6850
25.5231;0.779209;6.20078e-16;1.87008e-17;0.879314;1.33054;3.87632;-1.83375;-0.1193;-89.625;-221.603;20.5903;1922249666;2.24332;2.2466;20.3816;10.6633;384092000.0;11141900.0;1.36601;1.27758;58.243;0.939342;0.937379;0.131099;0;13;13;6851
0.0198752;24.3753;1.06538e-18;1.32124e-15;3.49247;37.2857;-4.79018;0.231532;-0.0514831;-83.1489;328.559;4.18521;1922312714;1634810000000.0;29.7196;163.645;0.218132;407873.0;507208000.0;1.33994;1.27758;1.6903;0.528433;0.433787;0.00977347;0;13;13;6852
0.095986;41.0326;1.58882e-19;6.57849e-17;0.282859;8.17917;-5.81014;4.83588;-0.0142797;248.587;193.872;-18.4193;1922342270;2138920000000.0;52.9413;214.106;2.9663;347605.0;159742000.0;1.34334;1.43857;16.9918;0.766919;0.759176;0.0568239;0;13;13;6853
14.5146;0.211561;3.85817e-17;5.608830000000001e-19;0.155344;1.33704;-7.76506;-2.31149;-0.124197;-127.751;306.771;-0.772734;1651467659;62.0812;2536420000000.0;253.895;18.7947;68734500.0;1000830.0;1.2776;1.27758;102.894;0.843454;0.843331;0.189134;0;13;13;6854
39.652;0.0316123;1.7222e-15;8.24345e-19;12.2441;1.11838;-3.20206;2.97536;-0.120839;254.172;259.979;-7.95016;1651481287;14.9409;1342190000000.0;134.353;7.03014;720404000.0;743849.0;1.27758;2.44691;46.8685;0.857394;0.856505;0.111328;1;13;13;6855
0.0624169;28.4213;1.92811e-19;8.51126e-17;0.687388;227.214;-0.19099;2.57697;0.189872;315.688;54.1656;5.2444;1651530184;38.7703;8.02194;73.7692;2.15804;310659.0;156837000.0;1.35438;1.50221;14.0506;0.815719;0.794468;0.0463726;0;13;13;6856
0.0374516;9.41084;2.5616799999999996e-20;5.444520000000001e-18;1.71441;2.44253;1.47552;-4.57426;-0.0780724;-296.108;4.99495;17.6524;1651540722;634353000000.0;6.47965;63.4988;0.577234;88110.3;23350800.0;1.35867;1.55216;4.85941;0.604956;0.506789;0.0193722;0;13;13;6857
0.0224286;6.30435;3.68894e-19;1.0219e-16;7.07004;331.553;1.40308;-1.48956;0.0195685;-180.285;-276.178;-33.3109;1651560853;456928000000.0;5.46917;45.7385;0.688961;244542.0;77959800.0;1.36002;1.53595;6.73504;0.803748;0.721395;0.0217604;0;13;13;6858
0.0579127;14.67;2.52678e-19;6.2474e-17;19.1154;1521.86;-1.3526;0.646952;0.663135;33.1692;27.4744;-4.96006;1651566541;10.0324;8.43057;88.3295;0.126817;333910.0;93326000.0;1.35845;1.48586;3.92418;0.707398;0.312787;0.00699925;0;13;13;6859
0.789537;0.736904;4.251920000000001e-18;3.98455e-18;1.07284;0.270186;3.68205;-0.742323;0.26176;-84.9177;-228.186;-6.35514;4250578146;1.87754;1.87774;19.2643;0.105061;5083290.0;4797820.0;1.30549;1.27758;1.57884;0.264192;0.0999932;0.0059788;0;13;13;6860
0.075429;6.53395;1.1865900000000002e-18;1.02534e-16;42.0681;1.42658;4.201;-4.90844;-0.0251454;-184.004;-263.701;-18.4693;4250658740;4.15826;3.86612;38.5258;0.886251;802046.0;79424700.0;1.35208;1.5369;5.08965;0.494444;0.483536;0.0257173;0;13;13;6861
0.52181;3.58204;6.1716e-17;4.3129e-16;1.13566;36.6585;0.541027;-2.1433;-0.134256;-274.144;-90.9687;47.0579;4250699372;9.09961;6.99517;60.248;0.535883;15944700.0;111381000.0;1.3131;1.27758;2.95176;0.480108;0.473199;0.0177334;0;13;13;6862
2.34394;11.9081;7.97579e-17;4.09074e-16;0.044326;0.342784;-1.88045;5.47206;0.300229;211.141;102.084;0.275393;1179348941;14.8582;14.2857;127.657;8.64392;37783100.0;194523000.0;1.30135;1.27758;46.7016;0.822388;0.822184;0.113039;0;13;13;6863
0.128365;4.00491;2.50366e-17;7.99679e-16;0.850698;0.230851;-0.604572;-2.5233;-0.230281;-304.305;118.203;-10.02;2269792908;18.0389;9.27661;80.4587;0.767269;4992340.0;158773000.0;1.3306;1.27758;4.11382;0.543014;0.540488;0.0225779;0;13;13;6864
0.0361801;2.33659;6.900659999999999e-20;4.107410000000001e-18;0.0388516;11.6745;-0.717069;0.636012;-0.0191836;-10.4969;215.52;-10.6557;2269796183;763158000000.0;10.4162;76.3922;0.356624;141425.0;10274400.0;1.36001;1.59422;3.05511;0.458848;0.348722;0.014122;0;13;13;6865
0.232848;9.17897;5.39295e-17;2.23918e-15;0.226376;0.645561;4.74164;0.0306235;0.114508;61.9385;-353.496;-9.51984;2733714864;1.19223;1.18435;10.631;6.09749;9944700.0;404997000.0;1.3;1.27758;32.9086;0.071813;0.0718126;0.0895594;0;13;13;6866
0.00494066;37.2575;2.53475e-21;5.497139999999999e-20;65.2988;4.56836;-2.222;1.67911;-0.0175451;109.52;200.894;3.75397;2733861848;1072020000000.0;12.6294;107.309;0.148664;10335.2;4719770.0;1.36001;1.56585;7.87793;0.741377;0.241973;0.00785529;0;13;13;6867
0.00952978;8.16269;2.2580400000000004e-18;2.23439e-15;7.53701;0.153905;-0.565536;-2.83669;-0.261373;-219.973;76.7607;47.323;2733877606;814020000000.0;8.08172;81.4835;0.253293;420725.0;389662000.0;1.32436;1.27758;1.39903;0.290113;0.281653;0.0107759;0;13;13;6868
0.00372066;23.5246;4.4568199999999994e-21;1.30083e-17;66.8497;16.432;0.0102587;3.79549;-0.617546;226.672;-19.9575;207.855;1308659998;48.0431;7.18914;78.623;2.28987;13698.1;80398200.0;1.65796;2.4237;12.4538;0.496957;0.491796;0.0543366;1;13;13;6869
0.0363514;30.0545;6.63868e-19;5.45359e-16;0.348774;5.05325;2.86882;-3.91175;-0.0189786;-159.996;-204.072;2.47053;1308757580;9.91238;4.53137;41.6311;0.415513;421186.0;385400000.0;1.35456;1.47217;3.15683;0.602708;0.526148;0.0154084;0;13;13;6870
0.599212;3.95351;6.67678e-16;4.4279e-15;56.6321;1.14901;-2.798;1.48169;-0.220275;77.0366;314.367;4.74566;1308834209;20.3306;13.3314;118.841;2.23365;57049600.0;380825000.0;1.30001;1.27758;12.0561;0.498407;0.498387;0.0458517;0;13;13;6871
1.27132;35.3787;7.13121e-17;2.01698e-15;0.256329;0.520809;-2.70323;-0.0756033;-0.135419;-52.3385;235.587;-55.0797;1706915976;24.169;16.7965;114.583;260.118;26996000.0;764106000.0;1.3;1.27758;1403.87;0.881675;0.881675;1.09343;0;13;13;6872
0.176079;19.2401;8.669529999999999e-20;9.117030000000001e-18;0.398026;0.181506;-3.82279;-2.73039;-0.0143709;-89.1742;299.223;-17.8431;1706948940;1470860000000.0;30.379;147.234;0.198557;349725.0;37777200.0;1.31301;1.27758;2.37685;0.369813;0.192541;0.00914806;0;13;13;6873
0.711798;27.3793;3.68765e-17;1.43355e-15;2.44438;1.65825;2.66723;1.05982;0.365308;94.2716;-315.167;-12.0971;1706954127;2.70556;2.70286;29.6951;0.31513;14257400.0;556183000.0;1.30504;1.27758;1.85833;0.319354;0.297723;0.0124343;0;13;13;6874
0.0106775;11.1698;1.2800300000000001e-18;1.36608e-15;2.63569;117.811;5.67796;0.55557;0.00721414;99.8221;-342.301;-9.74506;1359442326;1.06178;0.671778;5.7006;0.627303;332633.0;412690000.0;1.37759;1.61486;3.55994;0.541388;0.533486;0.0206665;0;13;13;6875
0.0456589;46.8778;7.107149999999999e-20;6.76997e-17;0.156225;20.9382;2.35739;-3.98034;-0.0469275;-186.222;-158.434;-1.00493;1359472184;40.3041;5.02807;47.6844;0.147989;160453.0;181952000.0;1.36001;1.54666;2.97753;0.546829;0.23467;0.00781432;0;13;13;6876
0.946336;19.4526;1.59144e-16;3.27298e-15;8.0276;5.78662;-1.57603;-3.44992;0.13221;-322.576;152.408;-35.7206;1359514013;39.612;11.9749;103.62;59.9818;34658900.0;719220000.0;1.3;1.27758;323.725;0.479172;0.479172;0.411172;0;13;13;6877
0.238044;3.76978;1.31765e-17;2.08678e-16;12.8136;60.1185;-2.29919;3.07251;-0.044637;298.977;129.833;-1.67427;990578402;1154000000000.0;41.1942;115.516;9.97131;4983110.0;79647800.0;1.3;1.27758;53.8168;0.46719;0.467185;0.124312;0;13;13;6878
0.195386;4.37803;2.3641300000000004e-18;5.30359e-17;1.07519;3.61304;-2.53006;3.92061;-0.437207;305.975;201.075;-34.9092;2328310460;15.8274;13.2804;126.444;1.18634;1836130.0;42686000.0;1.33176;1.33098;6.46919;0.469651;0.465115;0.0303987;0;13;13;6879
1.59344;33.7131;1.00072e-16;2.15084e-15;0.50917;159.496;-0.841636;2.14139;-0.220946;239.775;48.2097;23.748;2328431314;9.29708;9.0494;82.8089;1.26881;36741500.0;790655000.0;1.30001;1.27758;6.85524;0.098511;0.0984023;0.0314492;0;13;13;6880
0.565014;11.4885;1.18862e-17;2.42998e-16;0.301505;0.710934;1.19061;7.91319;-0.281335;292.139;27.1836;3.75112;2328463416;11.5301;10.5071;109.065;0.364949;7206360.0;148259000.0;1.31588;1.27758;2.24504;0.379188;0.344423;0.0137316;0;13;13;6881
0.0781798;33.414;4.29943e-19;1.81309e-16;1.83844;2.8003;-1.37667;-0.98525;0.0484339;-151.621;194.333;3.40542;2328463535;888062000000.0;11.3498;88.8951;0.883556;509219.0;234195000.0;1.34948;1.42022;7.22489;0.7741;0.710356;0.025307;0;13;13;6882
0.0446239;4.82879;2.94835e-18;3.20841e-16;145.387;0.00914144;-1.30016;0.625439;0.131656;106.426;158.186;-2.64758;3593104461;868145000000.0;10.3936;86.9014;17.9161;1046370.0;129132000.0;1.34984;1.52155;98.3784;0.89011;0.890045;0.190458;0;13;13;6883
0.566269;4.39517;7.40725e-16;5.79657e-15;2.23784;34.0433;-1.34269;-1.8904;-0.0222716;-222.768;111.229;27.4063;2408819570;48.5603;14.1529;90.86;1.68211;58972400.0;463720000.0;1.30001;1.27758;9.07864;0.0791022;0.0790997;0.0379531;0;13;13;6884
0.00605994;22.1584;2.5942299999999998e-21;8.34565e-19;14.514;29.5877;4.07574;-1.66015;0.0647631;-131.141;-199.646;-20.6313;2408827541;8.38277;1.9566;18.1601;1.03982;12862.5;20571600.0;1.57183;2.47347;6.58397;0.393183;0.362067;0.0320059;1;13;13;6885
1.17162;15.176;2.0752e-16;2.78876e-15;1.60666;5.24836;1.57589;-0.584552;0.0991344;-72.1755;-220.218;-42.6877;2408867238;4.96391;4.79876;41.6208;1.2987;43708700.0;580415000.0;1.30096;1.27758;7.01333;0.394868;0.394579;0.0319451;0;13;13;6886
0.0413525;23.5744;1.18298e-19;6.4474e-17;9.57754;32.6442;1.78345;0.947481;0.0500596;152.617;-213.357;-3.27508;2905586940;32.2493;4.69655;39.5457;0.234872;231966.0;182380000.0;1.65762;2.43362;2.57952;0.360726;0.200706;0.0119155;1;13;13;6887
0.648142;2.74568;1.87478e-16;7.94826e-16;17.6424;0.667694;-1.83877;-2.74567;-0.0569142;-239.247;251.796;-13.6994;2905639719;194.094;29.2756;104.343;25.5141;32030000.0;137001000.0;1.3;1.27758;137.701;0.304388;0.304388;0.232558;0;13;13;6888
0.0258244;15.4529;1.30763e-18;7.85147e-16;0.333432;56.9273;-0.0168356;-2.83539;-0.215023;-294.161;-78.7076;18.0151;1166065887;58.3785;7.82099;72.3553;0.461805;509020.0;336852000.0;1.35759;1.45924;3.719;0.735634;0.666523;0.0165132;0;13;13;6889
0.0176365;54.5965;8.700839999999999e-21;1.63466e-17;1.01262;1.72903;4.01794;4.23223;0.188415;267.759;-134.707;1.41697;1166081986;5.52806;3.06635;33.804;0.219929;36099.4;92785800.0;1.34519;1.38857;4.16549;0.64489;0.347334;0.00997044;0;13;13;6890
0.484324;11.8265;7.21851e-18;1.7722e-16;2.13456;2.26002;1.21439;-0.493566;-0.329598;-155.111;-37.49;114.122;2352407918;4.62836;4.60577;46.3967;0.441283;5006210.0;123650000.0;1.30698;1.27758;2.64082;0.365416;0.338916;0.0155673;0;13;13;6891
0.309725;15.2333;3.89747e-17;1.95801e-15;0.246403;27.1785;-0.751619;2.18244;-0.0758239;208.839;124.957;2.25573;1335532181;47.0754;9.53533;81.3596;0.328162;9899200.0;496377000.0;1.30389;1.27758;1.82218;0.228061;0.221954;0.0127728;0;13;13;6892
9.45355;18.6697;1.07988e-15;2.13186e-15;0.0212388;0.259075;-2.67519;4.75536;-0.0590172;246.524;67.9961;12.1377;42579425;44.3023;29.8481;136.577;0.0424749;284021000.0;640160000.0;1.27758;1.54947;2.36546;0.765685;0.276757;0.00336878;1;13;13;6893
2.7883;40.3895;2.49919e-18;3.61412e-17;0.00211888;16.2936;-1.78755;1.60765;-0.0552498;156.617;246.763;-44.4246;42600115;15.9184;11.5027;98.3837;17.7691;7663720.0;111949000.0;1.3;1.27758;95.9111;0.631689;0.631667;0.182721;0;13;13;6894
0.0208277;29.3478;1.1657800000000001e-18;1.64916e-15;3.1602;36.9341;-6.08033;2.96497;0.0652961;112.42;220.559;-14.9968;16186547;2068440000000.0;38.5352;207.051;0.235765;440200.0;692018000.0;1.35944;1.47673;2.07826;0.609481;0.497443;0.0105723;0;13;13;6895
0.0975627;13.6142;5.67623e-20;7.41608e-18;1.21564;0.174831;-0.837172;-1.19741;0.00872848;-168.836;120.464;24.597;16230385;794499000000.0;10.2218;79.5295;0.181077;210727.0;28641600.0;1.32691;1.27758;2.92254;0.530637;0.260305;0.00861832;0;13;13;6896
0.860965;20.052;4.469950000000001e-18;1.04361e-16;0.211116;2.24168;3.2502;0.101009;0.155326;-9.30123;-258.332;22.146;16276362;2.52127;2.5172;22.5949;1.37934;5429050.0;127751000.0;1.31917;1.27758;7.56464;0.542112;0.535776;0.0333323;0;13;13;6897
0.014525;42.1459;2.70113e-19;7.75425e-16;12.3009;0.891264;-0.103565;2.1819;-0.0102489;307.955;29.8029;-13.7107;16360851;703581000000.0;8.0596;70.4286;0.506683;170447.0;543377000.0;1.35048;1.46532;3.16841;0.49674;0.461835;0.0175643;0;13;13;6898
0.00425474;35.529;6.0618299999999996e-21;5.11954e-17;4.22102;27.9109;1.67304;0.924944;-0.103516;100.835;-203.091;-25.8939;16361983;408558000000.0;4.46204;40.8967;1.60557;14741.9;132508000.0;1.34493;1.4631;9.29746;0.635125;0.622489;0.0378582;0;13;13;6899
0.0379988;13.7248;2.2644200000000003e-18;8.25271e-16;2.7743;1117.77;2.40063;-0.126568;0.175684;49.7727;-240.579;22.1839;3253421950;5.83902;3.40262;31.3998;0.632227;844682.0;309257000.0;1.3282;1.27758;3.40122;0.302681;0.299682;0.0198381;0;13;13;6900
0.553951;22.8303;4.79235e-17;1.97669e-15;14.1031;0.81153;-2.4366;-0.322327;0.0735751;-99.4979;309.897;-20.671;3253492917;40.1657;14.6875;109.032;2.70688;14296400.0;594879000.0;1.3;1.27758;14.611;0.0707754;0.0707664;0.0521183;0;13;13;6901
0.516294;37.0846;1.10059e-18;7.89299e-17;0.0970673;0.0402524;5.85398;-1.02727;0.0322653;-130.394;-258.268;-1.57672;2994154006;0.610376;0.610007;5.66175;0.410271;2161490.0;156556000.0;1.31332;1.27758;2.92184;0.441126;0.369416;0.0148413;0;13;13;6902
0.815054;0.294006;2.69424e-16;9.13256e-17;0.813677;118.996;-3.3245;-0.731546;-0.0957089;33.2962;303.808;51.4717;2994155240;51.4863;964.22;128.789;1.75743;42327800.0;14986500.0;1.30001;1.27758;9.48724;0.374799;0.374736;0.0390777;0;13;13;6903
0.0532111;29.4285;1.22059e-19;6.44293e-17;4.86062;2.47739;-2.60779;-0.751735;0.0408831;-138.486;294.863;4.80468;2994221863;1129790000000.0;13.8727;113.092;1.43407;240175.0;193300000.0;1.42646;2.27679;8.70412;0.442318;0.435;0.0385048;1;13;13;6904
0.0428061;15.3313;1.0379e-18;3.71796e-16;168.282;36.7978;-5.06098;-2.29865;-0.165691;-64.1725;229.367;-2.9742;2153868728;1757240000000.0;22.9756;175.9;2.28979;609179.0;230320000.0;1.33058;1.36555;12.3811;0.517412;0.516781;0.0473207;0;13;13;6905
0.130656;27.2706;7.44249e-18;1.56353e-15;3.03414;0.0548952;-1.87241;5.95762;0.111168;223.638;121.192;16.203;2153878068;1328370000000.0;16.1906;132.97;0.185411;4076360.0;607581000.0;2.19049;1.32943;1.05237;0.409068;0.306406;0.00967997;0;13;13;6906
0.0458574;32.2897;2.7946399999999996e-20;1.73332e-17;10.9556;45.9633;-2.21976;-0.149716;0.00853785;34.5348;297.645;-9.67633;2153879464;1043610000000.0;16.2275;104.466;0.7064;115985.0;110830000.0;1.62996;2.47886;5.33785;0.537435;0.457081;0.0248626;1;13;13;6907
0.0488277;2.17972;2.3336e-16;1.82851e-14;0.488672;1.44064;2.74337;1.42704;0.0288177;78.3963;-254.473;24.2806;2153910348;9.25413;3.40168;29.6695;0.116939;9707970.0;567603000.0;1.32838;1.27758;0.630861;0.378028;0.374098;0.00644026;0;13;13;6908
0.038074;4.27261;2.87933e-19;3.15964e-17;4.88339;10.054;3.85647;-3.54922;-0.0908661;-137.213;-210.567;13.3706;2153985453;3.96293;2.95862;29.7741;0.320055;303640.0;38182600.0;1.36002;1.51373;3.76412;0.682296;0.518311;0.0130189;0;13;13;6909
0.0644846;3.92204;6.51335e-20;3.6844500000000005e-18;0.420019;0.201603;-6.99097;0.763491;0.120089;24.4039;232.376;0.225013;338579143;2251010000000.0;77.4983;225.327;0.484235;187179.0;12535100.0;1.35673;1.5317;4.04855;0.561506;0.459537;0.0171869;0;13;13;6910
0.0556875;33.8637;3.62478e-19;2.16671e-16;10.5517;19.9494;2.90851;-0.295951;-0.462285;-12.9951;-234.278;-34.645;338687933;2.65541;2.41955;26.2245;0.0894878;401749.0;277275000.0;1.36002;1.537;2.19473;0.505774;0.166797;0.0055817;0;13;13;6911
0.505108;4.39681;1.31255e-16;1.14472e-15;3.285;0.605682;0.787204;4.00863;0.00296418;235.655;-70.3487;-25.703;338737898;30.1628;9.645;68.0936;14.3188;23022800.0;204403000.0;1.3;1.29602;77.5555;0.538803;0.538802;0.158604;0;13;13;6912
0.0659744;9.2171;2.36936e-18;3.31979e-16;8.95975;0.642499;-1.57243;-3.57755;0.10508;-245.391;192.881;19.8501;4243246607;1043370000000.0;15.1697;104.441;1.02011;1087370.0;171167000.0;1.35274;1.49921;5.84934;0.638729;0.628612;0.0281244;0;13;13;6913
