ID;m1(Msun);m2(Msun);porb(days);e;a(AU);p1(s);p2(s);pdot1(s/s);pdot2(s/s);b1(T);b2(T);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);l1(mJy kpc²);l2(mJy kpc²);type1;type2
10001;1.4075435503470253;1.2225417524480071;2073.1065462621964;0.0;4.39215384392014;0.0898489199563669;0.2035300965616845;7.969044630799387e-19;3.8221307283683434e-23;856267.6535040218;8925.18169834866;-2.512091153657108;-10.259002790497735;-3.837207675641978;-317.77858460067483;-147.26915139778947;-23.900929946695317;1380.6553613711103;1106.5508866046507;13;13
10002;1.419182265432494;1.341244412206905;2258.365798142582;0.0;4.725648853362883;0.0103450588639307;0.0121540412470071;1.7160894711011358e-19;1.522084851425581e-19;134829.96592959782;137635.2775826291;-14.24295080995378;13.012730216826023;-4.610194883640327;52.19024684364595;-373.86120108376633;-5.655658468603274;1211.752491233451;1136.669853880056;13;13
10003;1.8654973738965384;1.903299977440133;4123.228036672011;0.0;7.831272722640857;1.4429947559264156;7.368856107042535;3.84751927066462e-18;5.301883023021666e-13;7540024.492026768;6325066371.766448;-4.3485503444551785;-0.1760658233070149;-0.7311784306759979;248.52044098794343;-352.7544749510621;9.578476039853628;1513.9545099425386;7870.826390314661;13;13
10004;1.3717549448870132;1.838659912442164;1821.80280442458;0.0;4.306533335584399;7.245680362681575;0.0626864914471328;1.711177873781031e-20;1.4855496827266552e-20;1126774.8429531553;97651.86686391008;5.173233219227182;-12.424504464808727;0.5275980743839961;-205.00539867220064;-11.609475930210207;-13.614310889675036;9403.83141787379;1071.7289059317854;13;13
10005;1.3859671044206676;1.257583803224186;1826.738777024832;0.0;4.043772441593389;0.0071107367782115;0.3524050616287786;1.1851582533967778e-20;2.8663653286530843e-23;29376.188897744592;10170.371526653558;-3.429345962195381;13.569366105851774;-3.439398343600633;287.1810542977624;-309.68217220015003;-1.5476385081227495;1751.596650650018;1039.9870078682548;13;13
10006;1.74418191741807;1.4310202218284065;3644.4540251306303;0.0;6.812167119297994;0.0016641689054808;0.0014482196973429;4.9446494766696605e-21;6.300806839334226e-23;9179.445230163725;966.6411658754392;-8.854224157515297;-10.34845471701237;0.8273389323875433;206.433836790015;-249.1514009519937;-10.448408123626155;1446.1161576836575;1466.8594509454192;13;13
10007;1.3982943882903387;1.232225661701713;2975.27365987525;0.0;5.588625405509078;0.0290057133886664;0.094822203746452;3.0692648109277295e-13;1.0976466806770191e-19;301931854.21508914;326464.74212309;10.101210657428329;-10.833844005249656;1.2649918800718316;229.1522133298284;-122.74029805152148;18.57489131765812;1567.1075508874426;1287.6864979527434;13;13
10008;1.3409840530232489;1.290137501839901;598.2824520007474;0.0;1.9183344719432731;0.0060677448279925;0.0011070581205706;2.0733381618058818e-17;1.3539395513579016e-19;1135007.4270139637;39177.32928231319;11.537748225599024;-7.09777889877812;2.8000035468965763;-231.76576993152705;178.30815328211398;-26.221154806551805;1470.7171614389374;2956.3569572254496;13;13
10009;2.2691394186259246;1.9149892972941287;271.2438613360287;0.0;1.3214421067245306;2.0549833956544847;0.0026072961116545;4.1412679938647904e-15;4.6537812206889664e-14;295203025.92439395;35249108.55261693;12.829241755955827;4.922505783900881;-1.062239152050589;-39.94959576306138;-176.28110276657247;3.2005200614862663;1280.250116802006;1237.964605103183;13;13
10010;1.3597991254096236;2.085912321679752;3107.9607279730853;0.0;6.295301005727692;9.161839746236469;0.0034766691574464;3.5500017147769056e-20;2.654149511817984e-19;1824969.4773634512;97206.28652981638;10.9916661758299;-2.9756925894332;2.957298765548966;-195.63547340309225;-36.7851975279093;-3.397867159688788;6060.426000974655;1252.4588271517468;13;13
10011;1.3700171852273162;1.7430862785715366;557.2306115411465;0.0;1.9350596010785028;0.983863620681953;0.0424150989353162;3.32345088542127e-15;5.944868089139718e-13;182983555.5289096;508137599.665744;-12.151361210879536;6.612355724127006;-3.496493154810768;-259.8978028165487;241.07584939313696;18.051545771780305;1031.0393958506415;1171.2161035699153;13;13
10012;1.7144000201445255;1.3840705437508778;2986.9642121826296;0.0;5.917555247394195;0.0075246746978192;0.0041101755443602;7.658106508116042e-13;6.611061982943206e-23;242915117.9350959;1668.075786388982;-3.89397826522708;-13.365260419136296;-1.9818613740992876;282.99853024149826;276.66746540630635;48.41378682297842;1101.4832075591642;1614.7379472774392;13;13
10013;1.4607813844239943;1.2737173643641522;364.69618792981134;0.0;1.3969683789998462;0.0139259732367153;0.0173221458339001;1.8199076450105696e-15;7.342049213314872e-16;16109699.190703694;11411939.72667824;-3.3774281607309184;8.570862812823897;2.7737568634964003;226.1456145578728;-228.56055208461007;5.176264968115322;8239.727547890345;1228.4996982245311;13;13
10014;2.7282065630174714;1.3067934638428875;394.0363620678478;0.0;1.674603128075452;0.1328206380225333;0.6073406832268312;2.693162307496576e-13;1.5121790025422566e-17;605221047.9184046;9697678.157429485;-13.44886502168434;-8.702759972498622;-4.276630812519958;-19.996235978552505;-270.6362919248889;-5.727983195634319;3389.7580884229046;1468.2848034610515;13;13
10015;1.778530443467879;1.6986938858587786;452.9453615072255;0.0;1.7486972664389544;0.1980796258715715;0.5385801277177346;3.4735854636103676e-16;6.17254304429187e-17;26543542.063606128;18450460.258880373;0.3662040992692912;7.255272447760113;-1.7643803614906863;-257.35603268783063;-174.2505207313834;-13.287250344423386;1725.4630161531031;1147.74618716877;13;13
10016;1.434941881449311;1.3299966639502476;4618.00810276716;0.0;7.617365681739625;0.354613510755379;0.402968567751239;9.226662847842185e-18;8.975195923268518e-22;5788285.487387651;60856.57869780345;-7.333938597132075;9.967975169752709;-0.4107049788358949;-63.260734942953405;-219.96495445809023;17.95511667848468;1551.005525250721;5638.643279084704;13;13
